user,connect_time,disconnect_time,duration_hrs,vpn_ip,geo_location,bytes_uploaded,bytes_downloaded,department
EMP-1020,2024-03-07 23:38:00,2024-03-08 09:20:45.155908,9.71,172.16.200.116,Bangalore,242899284,1240768406,Operations
EMP-1083,2024-03-07 07:36:00,2024-03-07 10:15:19.204395,2.66,172.16.23.43,Berlin,221512910,898994044,Human Resources
EMP-1067,2024-03-07 15:54:00,2024-03-07 22:26:30.877637,6.54,172.16.79.58,Remote,183651410,651090924,Executive
EMP-1004,2024-03-07 05:31:00,2024-03-07 16:34:51.495585,11.06,172.16.13.119,Remote,9591839,191994560,Sales
EMP-1100,2024-03-07 14:48:00,2024-03-07 18:31:49.374547,3.73,172.16.8.124,Bangalore,385495380,1782661047,Operations
EMP-1087,2024-03-07 14:25:00,2024-03-07 21:45:32.171512,7.34,172.16.217.21,SanFrancisco,364783525,1934912125,Executive
EMP-1022,2024-03-07 22:27:00,2024-03-08 09:18:42.448634,10.86,172.16.186.57,NewYork,8826383,1624520811,Finance
EMP-1060,2024-03-07 10:59:00,2024-03-07 16:41:37.863487,5.71,172.16.91.109,Berlin,186524694,1452294659,Operations
EMP-1060,2024-03-07 21:41:00,2024-03-08 07:53:21.018009,10.21,172.16.223.61,Berlin,150685994,350285428,Operations
EMP-1086,2024-03-08 23:47:00,2024-03-09 01:22:19.440366,1.59,172.16.133.33,London,390095688,904545343,IT Security
EMP-1019,2024-03-08 08:59:00,2024-03-08 13:26:13.750160,4.45,172.16.155.156,NewYork,479774976,221372868,Marketing
EMP-1039,2024-03-08 06:47:00,2024-03-08 16:00:35.362368,9.23,172.16.103.160,Bangalore,356350997,1029311705,Marketing
EMP-1028,2024-03-08 09:20:00,2024-03-08 17:34:19.527497,8.24,172.16.101.231,NewYork,73997425,658690074,Research & Development
EMP-1093,2024-03-08 13:28:00,2024-03-08 21:14:46.949799,7.78,172.16.28.232,London,200953316,632998654,Human Resources
EMP-1063,2024-03-08 02:06:00,2024-03-08 13:41:26.542600,11.59,172.16.131.165,Moscow,325420049,1245361169,Human Resources
EMP-1057,2024-03-08 03:28:00,2024-03-08 08:33:58.980859,5.1,172.16.145.159,NewYork,330365774,1770264084,Executive
EMP-1052,2024-03-08 11:23:00,2024-03-08 12:47:22.712722,1.41,172.16.61.190,NewYork,408124850,926737412,Finance
EMP-1006,2024-03-08 07:33:00,2024-03-08 15:30:41.762204,7.96,172.16.127.45,Shanghai,331530294,151953398,IT Security
EMP-1045,2024-03-08 03:05:00,2024-03-08 13:49:00.822800,10.73,172.16.133.147,Berlin,428411253,166942676,Legal
EMP-1096,2024-03-08 16:52:00,2024-03-08 18:32:16.917622,1.67,172.16.31.62,Remote,12217144,1744482610,IT Security
EMP-1074,2024-03-08 10:20:00,2024-03-08 22:17:13.121736,11.95,172.16.58.94,London,477030825,1481592460,Sales
EMP-1004,2024-03-08 22:08:00,2024-03-08 23:46:28.060814,1.64,172.16.136.250,Remote,308008425,713480292,Sales
EMP-1094,2024-03-08 17:12:00,2024-03-09 04:20:10.928504,11.14,172.16.92.110,Berlin,6845597,913131657,Sales
EMP-1031,2024-03-08 16:49:00,2024-03-09 00:21:28.979170,7.54,172.16.132.7,NewYork,859248,803172402,Engineering
EMP-1089,2024-03-08 07:21:00,2024-03-08 08:09:12.032673,0.8,172.16.137.201,Remote,161000359,1114101406,Marketing
EMP-1021,2024-03-08 10:54:00,2024-03-08 13:09:05.037830,2.25,172.16.163.13,Bangalore,216253865,192115053,Engineering
EMP-1011,2024-03-08 14:43:00,2024-03-08 22:30:31.412050,7.79,172.16.21.161,Remote,310232341,1456683483,Engineering
EMP-1058,2024-03-08 01:52:00,2024-03-08 10:20:03.182611,8.47,172.16.218.124,London,100339546,1166699894,Research & Development
EMP-1049,2024-03-08 02:49:00,2024-03-08 13:01:36.430012,10.21,172.16.242.50,London,341666167,741749765,Marketing
EMP-1035,2024-03-08 04:50:00,2024-03-08 09:15:30.803686,4.43,172.16.13.80,Remote,67017887,573965713,Legal
EMP-1087,2024-03-08 08:54:00,2024-03-08 20:13:19.420215,11.32,172.16.53.1,SanFrancisco,24174190,662879716,Executive
EMP-1098,2024-03-08 09:28:00,2024-03-08 11:11:37.727166,1.73,172.16.109.126,Bangalore,373940086,1977373037,Research & Development
EMP-1034,2024-03-08 05:50:00,2024-03-08 17:05:27.460232,11.26,172.16.56.88,SanFrancisco,73749579,1058993405,Sales
EMP-1022,2024-03-08 21:01:00,2024-03-09 02:10:24.956097,5.16,172.16.106.4,NewYork,74466400,171924864,Finance
EMP-1021,2024-03-08 23:01:00,2024-03-09 08:24:44.734763,9.4,172.16.91.78,Bangalore,96692033,1837097982,Engineering
EMP-1002,2024-03-08 19:02:00,2024-03-09 03:20:23.294652,8.31,172.16.109.93,NewYork,312650944,1887265511,Finance
EMP-1085,2024-03-08 16:13:00,2024-03-08 23:52:16.683250,7.65,172.16.36.22,Bangalore,288547554,1148499137,Legal
EMP-1063,2024-03-08 03:20:00,2024-03-08 14:53:07.426125,11.55,172.16.128.55,Remote,468737785,1187169258,Human Resources
EMP-1068,2024-03-08 18:44:00,2024-03-09 05:39:15.971678,10.92,172.16.30.173,NewYork,483175833,960575416,Research & Development
EMP-1021,2024-03-08 09:21:00,2024-03-08 13:57:58.787160,4.62,172.16.132.45,Bangalore,81994858,1924434729,Engineering
EMP-1046,2024-03-08 12:52:00,2024-03-08 18:22:10.436560,5.5,172.16.185.170,Bangalore,311317290,1577362285,IT Security
EMP-1095,2024-03-08 05:29:00,2024-03-08 14:39:28.947695,9.17,172.16.53.214,SanFrancisco,122708120,1264896766,Legal
EMP-1081,2024-03-08 18:04:00,2024-03-08 18:51:52.615788,0.8,172.16.57.189,Berlin,150299788,860787363,Engineering
EMP-1054,2024-03-08 23:44:00,2024-03-09 06:28:23.339900,6.74,172.16.254.161,Remote,298815474,241549630,Sales
EMP-1024,2024-03-09 16:36:00,2024-03-10 01:50:14.453609,9.24,172.16.36.63,NewYork,115968777,320182543,Sales
EMP-1046,2024-03-09 20:46:00,2024-03-10 00:46:15.792315,4.0,172.16.244.76,Bangalore,220750189,1754432903,IT Security
EMP-1077,2024-03-09 13:56:00,2024-03-09 17:15:31.810002,3.33,172.16.253.86,London,31779855,818686697,Executive
EMP-1076,2024-03-09 01:00:00,2024-03-09 03:52:27.914719,2.87,172.16.127.224,Remote,79682663,5137991,IT Security
EMP-1095,2024-03-09 18:42:00,2024-03-09 20:01:21.577537,1.32,172.16.146.154,SanFrancisco,47861716,1246430973,Legal
EMP-1062,2024-03-09 08:05:00,2024-03-09 18:43:04.978047,10.63,172.16.85.180,London,101129605,1898535712,Finance
EMP-1039,2024-03-09 21:18:00,2024-03-10 00:16:04.364525,2.97,172.16.24.253,Bangalore,73644207,304376884,Marketing
EMP-1089,2024-03-09 01:23:00,2024-03-09 13:11:19.668825,11.81,172.16.80.33,Remote,496587870,753674900,Marketing
EMP-1035,2024-03-09 12:59:00,2024-03-09 18:30:28.713292,5.52,172.16.147.240,Remote,161293722,13113294,Legal
EMP-1031,2024-03-09 16:04:00,2024-03-10 01:03:01.835132,8.98,172.16.147.61,NewYork,304686179,1544021827,Engineering
EMP-1031,2024-03-09 12:09:00,2024-03-09 21:53:34.588933,9.74,172.16.93.150,NewYork,412180355,87624189,Engineering
EMP-1075,2024-03-09 07:48:00,2024-03-09 09:38:25.476272,1.84,172.16.62.67,Bangalore,238098669,778666591,Legal
EMP-1095,2024-03-09 10:52:00,2024-03-09 14:46:51.662269,3.91,172.16.84.15,SanFrancisco,284388556,602970213,Legal
EMP-1093,2024-03-09 05:41:00,2024-03-09 13:09:15.585975,7.47,172.16.85.188,London,11031560,743958472,Human Resources
EMP-1091,2024-03-09 04:09:00,2024-03-09 06:27:31.600341,2.31,172.16.66.70,Remote,384960598,702127501,Engineering
EMP-1076,2024-03-09 08:38:00,2024-03-09 16:24:43.445600,7.78,172.16.63.73,Remote,435828573,936389110,IT Security
EMP-1039,2024-03-09 07:30:00,2024-03-09 16:18:15.403336,8.8,172.16.45.84,Bangalore,109361523,1622871207,Marketing
EMP-1008,2024-03-09 20:39:00,2024-03-09 22:00:04.246894,1.35,172.16.162.186,Bangalore,204275459,1936468913,Research & Development
EMP-1099,2024-03-09 01:05:00,2024-03-09 03:48:55.518541,2.73,172.16.239.37,London,33815222,307508489,Marketing
EMP-1014,2024-03-09 16:27:00,2024-03-09 23:08:25.787192,6.69,172.16.238.187,London,324764058,1210870495,Sales
EMP-1016,2024-03-09 22:41:00,2024-03-10 01:52:23.028484,3.19,172.16.97.189,SanFrancisco,38494099,1382714226,IT Security
EMP-1026,2024-03-10 10:36:00,2024-03-10 16:33:49.438564,5.96,172.16.130.244,Remote,353135209,1629388662,IT Security
EMP-1080,2024-03-10 09:12:00,2024-03-10 12:44:15.256615,3.54,172.16.12.199,SanFrancisco,207622018,109088679,Operations
EMP-1052,2024-03-10 10:21:00,2024-03-10 14:03:23.233978,3.71,172.16.173.31,NewYork,401865196,766648826,Finance
EMP-1044,2024-03-10 22:48:00,2024-03-11 05:35:57.771907,6.8,172.16.180.156,London,439956497,415966812,Sales
EMP-1046,2024-03-10 17:31:00,2024-03-11 04:24:12.741010,10.89,172.16.146.218,Bangalore,200718657,1033216123,IT Security
EMP-1045,2024-03-10 14:55:00,2024-03-10 17:35:10.300487,2.67,172.16.247.204,Berlin,276089033,1316478818,Legal
EMP-1021,2024-03-10 12:12:00,2024-03-10 17:58:40.737211,5.78,172.16.21.122,Bangalore,186931681,1976036774,Engineering
EMP-1082,2024-03-10 01:14:00,2024-03-10 03:16:37.485493,2.04,172.16.122.177,Bangalore,385710938,906306996,Finance
EMP-1100,2024-03-10 18:10:00,2024-03-10 21:30:28.745187,3.34,172.16.245.96,Unknown,37830767,847513946,Operations
EMP-1024,2024-03-10 01:04:00,2024-03-10 08:25:45.385244,7.36,172.16.223.183,NewYork,94349305,1835773937,Sales
EMP-1026,2024-03-10 08:51:00,2024-03-10 11:38:36.420107,2.79,172.16.178.165,Remote,271287813,171279642,IT Security
EMP-1095,2024-03-10 17:32:00,2024-03-11 05:23:45.860856,11.86,172.16.52.32,SanFrancisco,234687963,1048335281,Legal
EMP-1045,2024-03-10 20:35:00,2024-03-11 05:35:57.410373,9.02,172.16.253.76,Berlin,417923369,1860708548,Legal
EMP-1056,2024-03-10 07:14:00,2024-03-10 15:14:22.606395,8.01,172.16.245.3,Remote,339877837,285115723,IT Security
EMP-1079,2024-03-10 15:04:00,2024-03-10 18:14:08.052965,3.17,172.16.154.201,Remote,221223177,179531610,Marketing
EMP-1039,2024-03-10 22:32:00,2024-03-11 06:35:52.513763,8.06,172.16.134.18,Bangalore,183702552,740391667,Marketing
EMP-1092,2024-03-10 18:00:00,2024-03-10 21:45:35.738837,3.76,172.16.205.80,London,281082730,1670887608,Finance
EMP-1051,2024-03-10 22:46:00,2024-03-11 01:32:52.724686,2.78,172.16.49.2,SanFrancisco,330246462,568409794,Engineering
EMP-1071,2024-03-10 03:29:00,2024-03-10 08:21:02.010412,4.87,172.16.228.32,Berlin,320255804,1138419913,Engineering
EMP-1030,2024-03-10 22:26:00,2024-03-11 00:55:15.057547,2.49,172.16.174.107,SanFrancisco,336615784,1727905748,Operations
EMP-1060,2024-03-10 06:49:00,2024-03-10 17:31:49.532343,10.71,172.16.247.146,Berlin,263636573,1779965698,Operations
EMP-1090,2024-03-10 05:51:00,2024-03-10 06:36:18.105166,0.76,172.16.166.182,Berlin,14445152,910163189,Operations
EMP-1013,2024-03-10 05:01:00,2024-03-10 11:22:28.074500,6.36,172.16.208.233,Moscow,404539968,1055528794,Human Resources
EMP-1027,2024-03-11 14:12:00,2024-03-11 23:15:10.754514,9.05,172.16.227.208,NewYork,350611229,1937864627,Executive
EMP-1047,2024-03-11 15:27:00,2024-03-11 21:10:36.369968,5.73,172.16.124.110,Bangalore,332842887,1177977685,Executive
EMP-1013,2024-03-11 19:02:00,2024-03-12 05:08:02.671146,10.1,172.16.108.163,SanFrancisco,414162816,1694302861,Human Resources
EMP-1067,2024-03-11 14:59:00,2024-03-11 23:17:12.710696,8.3,172.16.131.183,Remote,16008205,514433902,Executive
EMP-1040,2024-03-11 21:08:00,2024-03-12 06:21:17.559913,9.22,172.16.28.13,Bangalore,19756780,581893984,Operations
EMP-1004,2024-03-11 01:13:00,2024-03-11 05:40:34.945698,4.46,172.16.251.69,Remote,112302311,1456164579,Sales
EMP-1098,2024-03-11 17:43:00,2024-03-12 00:57:33.118182,7.24,172.16.201.58,Bangalore,384273722,1972187284,Research & Development
EMP-1032,2024-03-11 16:33:00,2024-03-11 17:08:00.372581,0.58,172.16.181.113,SanFrancisco,311575789,181055985,Finance
EMP-1091,2024-03-11 15:39:00,2024-03-11 16:36:56.334438,0.97,172.16.0.161,Remote,118831422,994458756,Engineering
EMP-1026,2024-03-11 00:13:00,2024-03-11 02:59:48.660464,2.78,172.16.164.125,Remote,216004718,183934528,IT Security
EMP-1050,2024-03-11 13:50:00,2024-03-11 21:34:51.357613,7.75,172.16.255.184,Bangalore,111232056,662151294,Operations
EMP-1094,2024-03-11 08:30:00,2024-03-11 12:34:27.010326,4.07,172.16.231.231,Berlin,186323966,1880405196,Sales
EMP-1041,2024-03-11 17:56:00,2024-03-12 04:43:44.723994,10.8,172.16.28.91,Unknown,330388625,592993718,Engineering
EMP-1071,2024-03-11 17:17:00,2024-03-12 04:44:31.026781,11.46,172.16.34.170,Berlin,346502308,1488018506,Engineering
EMP-1090,2024-03-11 04:08:00,2024-03-11 14:10:23.238430,10.04,172.16.42.236,Berlin,415452273,1747576850,Operations
EMP-1071,2024-03-11 08:56:00,2024-03-11 10:18:13.539809,1.37,172.16.14.61,Berlin,294396118,1723590049,Engineering
EMP-1074,2024-03-11 19:36:00,2024-03-11 20:23:19.537883,0.79,172.16.144.204,Unknown,454649577,18435882,Sales
EMP-1040,2024-03-11 02:25:00,2024-03-11 03:45:45.980806,1.35,172.16.186.251,Bangalore,373837288,872618259,Operations
EMP-1046,2024-03-11 16:53:00,2024-03-11 21:54:19.776847,5.02,172.16.88.68,Bangalore,217478420,1252575636,IT Security
EMP-1032,2024-03-11 06:13:00,2024-03-11 14:06:08.948704,7.89,172.16.218.71,SanFrancisco,433086113,1429748170,Finance
EMP-1079,2024-03-11 08:13:00,2024-03-11 14:01:04.283041,5.8,172.16.101.135,Remote,28027407,1881770365,Marketing
EMP-1075,2024-03-11 18:20:00,2024-03-11 21:50:23.436385,3.51,172.16.86.243,Bangalore,161445247,533058960,Legal
EMP-1074,2024-03-11 23:51:00,2024-03-12 01:04:07.085532,1.22,172.16.162.185,London,209560556,1509230641,Sales
EMP-1011,2024-03-11 14:25:00,2024-03-11 16:49:14.961840,2.4,172.16.88.87,Remote,99955863,1482294137,Engineering
EMP-1005,2024-03-11 19:37:00,2024-03-12 04:20:06.044892,8.72,172.16.17.209,Remote,24936377,1915754457,Legal
EMP-1030,2024-03-11 16:22:00,2024-03-11 20:14:33.249648,3.88,172.16.60.49,SanFrancisco,400549750,1622798751,Operations
EMP-1090,2024-03-12 16:12:00,2024-03-12 23:44:16.489246,7.54,172.16.225.54,Berlin,460937321,107385102,Operations
EMP-1036,2024-03-12 23:53:00,2024-03-13 04:34:52.975222,4.7,172.16.90.245,Berlin,281285742,1117834995,IT Security
EMP-1092,2024-03-12 03:48:00,2024-03-12 12:19:18.770709,8.52,172.16.213.136,London,304057050,1454845534,Finance
EMP-1051,2024-03-12 20:11:00,2024-03-13 02:33:52.479591,6.38,172.16.144.203,SanFrancisco,127054433,1059901432,Engineering
EMP-1068,2024-03-12 18:04:00,2024-03-13 01:55:15.862616,7.85,172.16.162.77,NewYork,13831380,1590725938,Research & Development
EMP-1077,2024-03-12 03:40:00,2024-03-12 10:43:54.756498,7.07,172.16.228.33,London,424767331,1052112634,Executive
EMP-1008,2024-03-12 03:52:00,2024-03-12 10:07:12.894433,6.25,172.16.206.208,Bangalore,138944586,1855935203,Research & Development
EMP-1048,2024-03-12 08:59:00,2024-03-12 14:15:18.590462,5.27,172.16.39.98,Remote,29874665,878651840,Research & Development
EMP-1047,2024-03-12 13:15:00,2024-03-12 14:58:36.386406,1.73,172.16.123.3,Bangalore,312083298,1219605442,Executive
EMP-1054,2024-03-12 03:58:00,2024-03-12 14:21:50.325611,10.4,172.16.207.202,Remote,228676608,748908380,Sales
EMP-1028,2024-03-12 21:25:00,2024-03-12 22:33:54.752104,1.15,172.16.19.114,NewYork,210131562,1521338700,Research & Development
EMP-1036,2024-03-12 20:45:00,2024-03-13 07:25:37.794632,10.68,172.16.222.207,Berlin,463220791,1610509781,IT Security
EMP-1050,2024-03-12 13:44:00,2024-03-12 22:43:34.254540,8.99,172.16.194.207,Bangalore,37213907,1808122874,Operations
EMP-1028,2024-03-12 15:08:00,2024-03-13 02:25:54.909061,11.3,172.16.9.193,NewYork,343966841,396018541,Research & Development
EMP-1079,2024-03-12 13:51:00,2024-03-12 23:40:26.821389,9.82,172.16.105.93,Remote,456295841,182258743,Marketing
EMP-1077,2024-03-12 11:58:00,2024-03-12 20:54:15.377240,8.94,172.16.190.1,London,347174623,675317637,Executive
EMP-1012,2024-03-12 20:11:00,2024-03-13 08:00:37.699091,11.83,172.16.178.129,NewYork,467921861,165526280,Finance
EMP-1086,2024-03-12 09:15:00,2024-03-12 14:49:12.444282,5.57,172.16.246.1,London,123301238,932610714,IT Security
EMP-1005,2024-03-12 13:35:00,2024-03-12 20:46:36.602860,7.19,172.16.76.128,Remote,188103438,1567955655,Legal
EMP-1070,2024-03-12 01:18:00,2024-03-12 10:43:51.227009,9.43,172.16.118.9,London,450479090,1917774003,Operations
EMP-1014,2024-03-12 00:47:00,2024-03-12 03:58:53.071414,3.2,172.16.230.159,London,88207812,1713292872,Sales
EMP-1039,2024-03-12 11:20:00,2024-03-12 12:51:42.087720,1.53,172.16.152.130,Unknown,96330274,1431757038,Marketing
EMP-1026,2024-03-12 06:08:00,2024-03-12 07:25:49.072324,1.3,172.16.206.175,Remote,376465647,1508043640,IT Security
EMP-1050,2024-03-12 17:12:00,2024-03-12 23:02:56.597809,5.85,172.16.57.28,Bangalore,156145778,136275937,Operations
EMP-1012,2024-03-12 01:21:00,2024-03-12 11:17:00.269642,9.93,172.16.133.101,NewYork,18387196,1358187119,Finance
EMP-1012,2024-03-12 09:35:00,2024-03-12 19:09:43.983440,9.58,172.16.39.102,NewYork,317265616,1692386420,Finance
EMP-1054,2024-03-12 16:01:00,2024-03-12 19:32:06.017191,3.52,172.16.138.44,Remote,136010484,1769584390,Sales
EMP-1071,2024-03-12 18:16:00,2024-03-13 02:59:06.784809,8.72,172.16.36.130,Berlin,369388580,576758526,Engineering
EMP-1098,2024-03-12 08:50:00,2024-03-12 20:31:50.047421,11.7,172.16.70.210,Unknown,201646896,1558221322,Research & Development
EMP-1036,2024-03-12 14:10:00,2024-03-12 22:49:34.037603,8.66,172.16.152.254,Berlin,255259823,1845769029,IT Security
EMP-1001,2024-03-12 04:22:00,2024-03-12 09:51:30.009020,5.49,172.16.239.241,London,111689179,1771747949,Engineering
EMP-1070,2024-03-12 07:47:00,2024-03-12 12:30:07.860096,4.72,172.16.202.149,London,279128172,125388642,Operations
EMP-1047,2024-03-12 08:39:00,2024-03-12 17:05:32.039905,8.44,172.16.129.126,Bangalore,275367116,529709281,Executive
EMP-1037,2024-03-12 09:05:00,2024-03-12 17:26:11.758887,8.35,172.16.183.121,SanFrancisco,286727215,1104743503,Executive
EMP-1084,2024-03-12 11:52:00,2024-03-12 17:45:13.947351,5.89,172.16.11.75,SanFrancisco,275207420,701799821,Sales
EMP-1036,2024-03-12 20:04:00,2024-03-12 23:08:54.940933,3.08,172.16.11.133,Berlin,470906380,1051601919,IT Security
EMP-1100,2024-03-12 20:44:00,2024-03-13 07:40:04.684852,10.93,172.16.41.176,Bangalore,255928684,1858178828,Operations
EMP-1045,2024-03-12 03:48:00,2024-03-12 14:25:21.869314,10.62,172.16.93.39,Berlin,206907351,1655852064,Legal
EMP-1060,2024-03-12 07:31:00,2024-03-12 11:35:10.167365,4.07,172.16.204.72,Berlin,408681636,14006991,Operations
EMP-1054,2024-03-12 09:27:00,2024-03-12 16:17:28.622905,6.84,172.16.200.46,Remote,274081512,672905441,Sales
EMP-1090,2024-03-12 14:02:00,2024-03-12 14:53:26.817947,0.86,172.16.219.196,Berlin,197499140,1722300649,Operations
EMP-1006,2024-03-12 12:09:00,2024-03-12 17:43:03.862112,5.57,172.16.173.104,Berlin,440424307,1595978293,IT Security
EMP-1010,2024-03-12 13:54:00,2024-03-12 14:47:45.775613,0.9,172.16.156.163,Remote,495882508,1073222044,Operations
EMP-1022,2024-03-12 16:29:00,2024-03-13 04:27:33.142983,11.98,172.16.107.234,NewYork,489687788,1587214465,Finance
EMP-1019,2024-03-12 03:45:00,2024-03-12 15:26:57.830198,11.7,172.16.137.185,NewYork,9550150,967199845,Marketing
EMP-1057,2024-03-12 11:55:00,2024-03-12 23:31:49.068191,11.61,172.16.3.57,NewYork,106604181,1598346559,Executive
EMP-1076,2024-03-12 14:53:00,2024-03-12 22:46:23.130493,7.89,172.16.112.131,Remote,52359434,1365749023,IT Security
EMP-1079,2024-03-12 08:13:00,2024-03-12 16:14:04.433614,8.02,172.16.166.137,Remote,199626853,688711896,Marketing
EMP-1044,2024-03-12 09:12:00,2024-03-12 18:26:37.120395,9.24,172.16.116.59,London,395477937,1378667367,Sales
EMP-1066,2024-03-12 11:44:00,2024-03-12 15:44:04.822472,4.0,172.16.142.120,Bangalore,338293589,1827691550,IT Security
EMP-1027,2024-03-12 02:18:00,2024-03-12 07:13:28.023980,4.92,172.16.7.243,NewYork,182332522,331794136,Executive
EMP-1064,2024-03-12 02:11:00,2024-03-12 06:47:46.704554,4.61,172.16.152.179,Remote,85778123,1824856002,Sales
EMP-1077,2024-03-12 23:07:00,2024-03-13 03:04:28.967164,3.96,172.16.208.107,London,226654300,1052923423,Executive
EMP-1018,2024-03-12 09:48:00,2024-03-12 19:01:34.889166,9.23,172.16.248.19,SanFrancisco,49367854,531831359,Research & Development
EMP-1016,2024-03-12 07:45:00,2024-03-12 14:07:00.467293,6.37,172.16.175.7,SanFrancisco,53998414,953715412,IT Security
EMP-1056,2024-03-12 19:41:00,2024-03-13 01:08:57.510741,5.47,172.16.30.135,Remote,121984171,1926403146,IT Security
EMP-1011,2024-03-12 08:23:00,2024-03-12 09:58:35.660161,1.59,172.16.211.96,Unknown,188542443,1081428951,Engineering
EMP-1027,2024-03-12 19:45:00,2024-03-12 20:35:01.365319,0.83,172.16.30.143,NewYork,13643988,1454482899,Executive
EMP-1085,2024-03-13 16:06:00,2024-03-13 23:30:43.077315,7.41,172.16.67.97,Bangalore,271260227,1631846666,Legal
EMP-1028,2024-03-13 18:07:00,2024-03-13 23:56:54.103759,5.83,172.16.151.27,NewYork,35643939,269716540,Research & Development
EMP-1061,2024-03-13 01:29:00,2024-03-13 09:00:45.966465,7.53,172.16.128.63,Bangalore,364772048,1720184118,Engineering
EMP-1091,2024-03-13 14:53:00,2024-03-13 18:59:28.552266,4.11,172.16.184.116,Remote,200861187,1162878971,Engineering
EMP-1020,2024-03-13 15:45:00,2024-03-13 16:24:43.433992,0.66,172.16.174.184,Bangalore,201139354,842033458,Operations
EMP-1045,2024-03-13 12:33:00,2024-03-13 16:42:05.868945,4.15,172.16.167.159,Berlin,308668237,984249064,Legal
EMP-1075,2024-03-13 19:47:00,2024-03-14 07:01:55.487565,11.25,172.16.131.195,Bangalore,358091039,1319542724,Legal
EMP-1018,2024-03-13 00:08:00,2024-03-13 07:17:58.245217,7.17,172.16.207.151,Shanghai,233411564,248508596,Research & Development
EMP-1077,2024-03-13 23:00:00,2024-03-14 08:40:03.669517,9.67,172.16.7.145,Unknown,5282689,1840198547,Executive
EMP-1058,2024-03-13 08:29:00,2024-03-13 09:01:51.624058,0.55,172.16.85.137,London,58751679,1247458069,Research & Development
EMP-1077,2024-03-13 19:40:00,2024-03-14 00:52:27.641246,5.21,172.16.128.87,Moscow,370493243,630266060,Executive
EMP-1070,2024-03-13 10:10:00,2024-03-13 10:48:46.952025,0.65,172.16.175.204,London,78000706,1616297900,Operations
EMP-1048,2024-03-13 17:33:00,2024-03-13 19:52:55.144297,2.33,172.16.252.105,Remote,491550067,172040958,Research & Development
EMP-1015,2024-03-13 01:46:00,2024-03-13 11:18:25.784910,9.54,172.16.136.37,Berlin,454481304,981538957,Legal
EMP-1048,2024-03-13 17:29:00,2024-03-14 05:18:37.634243,11.83,172.16.15.245,Remote,476517546,1559994859,Research & Development
EMP-1021,2024-03-13 02:04:00,2024-03-13 04:40:20.211761,2.61,172.16.207.89,Bangalore,252180669,1745228005,Engineering
EMP-1039,2024-03-13 21:33:00,2024-03-14 08:27:07.124117,10.9,172.16.64.134,Bangalore,168345556,465968307,Marketing
EMP-1090,2024-03-13 14:41:00,2024-03-14 00:59:37.415174,10.31,172.16.223.215,Berlin,264456497,1396326832,Operations
EMP-1100,2024-03-13 01:36:00,2024-03-13 12:52:57.632950,11.28,172.16.221.210,Bangalore,353604175,221998274,Operations
EMP-1077,2024-03-13 09:26:00,2024-03-13 12:24:09.937372,2.97,172.16.177.63,London,375136689,1235758089,Executive
EMP-1083,2024-03-13 05:50:00,2024-03-13 15:49:45.583438,10.0,172.16.117.160,Berlin,298567945,561283441,Human Resources
EMP-1060,2024-03-13 05:03:00,2024-03-13 07:11:52.581898,2.15,172.16.13.30,Berlin,261487429,11924812,Operations
EMP-1032,2024-03-13 05:46:00,2024-03-13 13:36:37.418343,7.84,172.16.24.92,SanFrancisco,246621469,438456306,Finance
EMP-1017,2024-03-13 17:53:00,2024-03-14 02:21:49.619769,8.48,172.16.112.237,Bangalore,64800853,1891168799,Executive
EMP-1015,2024-03-13 17:34:00,2024-03-14 00:43:47.602528,7.16,172.16.119.210,Unknown,170775391,1129183126,Legal
EMP-1008,2024-03-13 13:07:00,2024-03-13 17:41:06.497511,4.57,172.16.246.23,Bangalore,442332571,1488502650,Research & Development
EMP-1007,2024-03-13 22:23:00,2024-03-14 03:01:32.017305,4.64,172.16.161.249,SanFrancisco,241722331,273114403,Executive
EMP-1018,2024-03-13 23:54:00,2024-03-14 02:08:38.877774,2.24,172.16.90.64,SanFrancisco,303703795,497474505,Research & Development
EMP-1085,2024-03-13 12:55:00,2024-03-13 23:34:35.136170,10.66,172.16.16.127,Bangalore,71130616,6219479,Legal
EMP-1013,2024-03-13 23:25:00,2024-03-14 07:41:51.796141,8.28,172.16.55.82,SanFrancisco,102344205,350338247,Human Resources
EMP-1070,2024-03-13 20:28:00,2024-03-14 01:12:27.451937,4.74,172.16.129.182,London,147526537,434527823,Operations
EMP-1039,2024-03-13 01:08:00,2024-03-13 06:55:55.786605,5.8,172.16.103.141,Bangalore,247405010,1832554840,Marketing
EMP-1045,2024-03-13 00:02:00,2024-03-13 11:03:29.139926,11.02,172.16.157.11,Berlin,425814462,273267879,Legal
EMP-1001,2024-03-13 17:38:00,2024-03-14 00:29:47.642792,6.86,172.16.80.85,London,437848159,1881104436,Engineering
EMP-1022,2024-03-13 00:51:00,2024-03-13 03:06:06.255182,2.25,172.16.160.19,NewYork,157219515,573970814,Finance
EMP-1037,2024-03-13 10:09:00,2024-03-13 11:30:56.447381,1.37,172.16.166.122,SanFrancisco,454114098,339959408,Executive
EMP-1063,2024-03-13 04:44:00,2024-03-13 11:18:03.461248,6.57,172.16.116.36,Remote,101612182,1306567901,Human Resources
EMP-1027,2024-03-13 13:25:00,2024-03-13 21:10:51.099378,7.76,172.16.21.225,NewYork,46473317,1472319755,Executive
